gameName,tagLine,puuid,summonerLevel
getrowalle,RU1,-WQCXBz_57CAA2iwGUR7djpoqVpVwtUSIJwbuhvWGHPkO0NSWjjGLUnRfk7Z98mdxj1PqhwRrU5New,791
Бизнес на Вардах,RU1,P1i42Kjc-NcBtzKjWBlCkGNkSQ0zqCgLJolTAUw9dzu5izsvpHJPh587kcvj8h8aWNbop0Q9JaEK9g,274
Гляделкинс,дозор,9spl4AST6fjnVeBpZFmi0x00_rOuxgJ6gVVqNI-Jqpct0N6qmMRMBPY13iazcvS9zh0OrjWEdRm89A,41
Лалалагаю,slay,zqmo3GsNT57C5tdqEeQKyYzJMeMygas2oP7xnMRuXnP1v8xmT4V1y5glkopFBz1HgOwn2bupNuWpGA,458
Джек Подрочитель,00001,FC6RhU_zrjWcgcyd-Q8c6FNpE0IxkybkT5RNNchFrXIIn6X6wnK9RxmOlKiR0lRXILPSvICG6se1AQ,336
GGTOPFF15,5065,nlAIXpX2DX6CubRV8UW6eGzxkQ1M-5R4mqa2o5v28bYC2q68N_Vuad7t3CnHROrnfmPVAx6yr8VjBg,1144
HERmit LAMP,4000K,0mQ2wy1n83YqGjtBl3DHkf2_00oj01dweX61ynlWXJuY-Zy6TgmgaTpLQxatbE9HBcpzMxfGwrOjbg,130
i know im sexy,стиль,UXWNnWJuQ_hto0KiZrSU-quaCOwrLU9J_FXl6iSOO_8OMleSVRwX5nCDDWpiZ5xQioqes_XAn6jNiA,248
Казукон,RU1,7agQYCvWQYA1YsJn3HKYCf-sqjejMM2MxxP0luFPsIhUVa9J8j6Bt9OmbH843uwrhEEWA4SsMLe7YQ,502
carry4uwu,jgdif,ELIA8A-NvbSlkriNSX_gR9n9IFYhWycyyX5rAdatTyKAwuDznE-dCieEtn6p7ybp5tBLbQhricUgHQ,362
Буданов,ГУР,TbmqapnFWuHk6gHx-hJ2-P3geKvmyxiMrrIzTyH_YDPp6uXxFZT-KpWfKQkiH_Tg2E8T7ZJ15w0A7A,355
Кидок,RU1,rkgtLbi3LFe1qWE0_DEohCFQqUIMKTsIzPcouW6zWd9k6cBVY5ufxMV2yYZQisPHC1QVAWZ2Z7MWog,784
Eduadan,RU1,aSXR2goF5ibL92eOELCHldNAjPj8QOQA8OVZcepCC1NfErw5VPXKOjXOdrYJ66HdXLXJ6dJx13T-iQ,94
CoveredBySuccess,JgDif,gqIHvqEUvYJ-hUlX5AqnBzU5z9YVDfQmyONgucaEvQ23BG3Ym0aWa6u9v593sf1mMkSBPtcsBsTumg,424
Rezzerhard,RU1,2dV7PWo-dcQBnc35upYOpHjG37f1pDRHA70LuDG3Yz_A8YZ69AzIVB14Ct8ec4U4-Dim5fSbNKdedw,754
DrFlamIХ,4444,6hwYxJJxV0rCQTrAccJyWMYvZaXusSwQ8-IjpMgwciflLSjttotld9Yisq0l0sdJMCwZHKpoT7lxUQ,524
fan1 ТРУПОЕДКИ,TRUP,G08JCC98LCosVRb9D1g6fpt5VfkTpzyD5wgndON9uIs14Nq8H907s25jBBKC5UVsFuaOQbrqqhRpBw,96
Odori,nvm,GC2wZJYKCzXx3oxrh3BptGxM4oeQGAfPwo7MeyenG4r2Vi1KlNpDikP7pnsRvDH-XcliYMRtaINvpg,147
Gayka63,RU1,vrl2DWZwVd0mkPKgi7TH0zwUsoqjTAxY0T0pv59s54lPVTQKQL1LsIe40pr6sde7JV4bZFaXWPBp7w,864
moodqk,1337,GCKvjtgUUOw9441MeSaMuop3nOv_92nUfFliPk_jFFKzIvP8JSWJp6OEBtqVh4S_0FOqwz0XL_j3Rw,527
ZETKING,RU1,7eqI9btZ67wbU1vf-GTC2qmBnBJTfeItaGnXyT02seHTc8cwgGIaG84MYBtxLengrB_hh0TYknDYmQ,715
lincoro222,RU1,MLBhjVvGYB3DPpmPwzbnTJ9CcijOmBZS8x4tCHHk2nio0s9dYKUvkv6LhiymQ7Wp9twBcj4VZmiSxQ,251
10Py6JIeu,balls,seLH7p7uM5d5QzObwFqqxxy2a2hFdwjBuuyO0Dwi_QyQUJpE3gOXvHIynp8krx6vm24b87a31q8dbQ,644
NemoJ,nemo,PSHweDAqdfiQi9XSAiAJlzSs_MXrUsHJZCkACmwwzeWQEdswe6dCEzsZ_Yfa2vTal3TzuLSscL4qSg,311
Flashback,ame,CdZ7kwFXJTqzevqUGr6io38QOue93-yjs0WI7ot3_8EniBFBccMlEExHhCkOJiVRvhAyWvXu-docKw,352
bad sad and mad,dog,5zhwBgg-K2Ibw4g023TUlHXPC8G9_CX4Fy7h15x6RWNatQUj3MitdCRmTIMw_CaE_hukEWG4sPeTJw,823
DekinaiY,RU1,vMscbAX_XlEWhHIYtNPYhJ6asyDIl768JfHK5zIOn6P-abx2qsTmglQaA1T0fh6liqon4Q0pGb2hSw,351
ТРУПОЕДКА,TRUP,JfMbgsiwdriNq6S0-I0rZn5kERS0YcfMcDTyzUMBqs2ZKuGdQuoUdvwle4ILOnzp1fv9RCHn_J0ciA,404
أريد أن أقتلكم ج,سلوتي,RKhELRl0GqvK_EuNoETOJ9eT4OkjvLz47kkbwF9inklIMm9_nMV6e1AlBUyQnbwHeFjhwHd1qPLG-g,821
Lana Del Rey,RU1,dPJw-6G5sW58yd2pY-fhY9zdPfxY4MgZHXrwhwCJWGprPgAOGCy-hHrpPQpbBXvK9VWSmA7eQlYoww,606
urpok,7097,QpKSPnQFw3wvdx_iuJAnUw_00p3fMn2eaKafmB0vaDZCVZZKt9MlBv1xw_4Aypl2l1i1nfUfUUB0eA,51
Solar,glow,IVXCTZLxforXL_xCzkBT6RpoPFQvQGy-XCCEwFnL3swh6-zPm33jPS64s7WLiqkxFGDxpeZL380kBA,72
Alinus,RU1,il9oe44Od38r8OFAmZjU3uSB3ltXGeosfpAJwWOrzWiPd4tqyD_ryeUUWbKQPJfQOggI9aP7jZMrhQ,838
PlayUp,Окак,JDhsrTwszHGmdZClY65myFeyo8S9njDi5qj8RacvEgr9n-jfjppst9vu1OOV_fqf5aRyFgwmwsDxzw,155
KapitanKakao,RU1,Pwdt-j9lvMDlVJtcufxawctk-obitBlo6KG5hfbyTrBi6JSJRCiAVWRVBcKODkP6YwzsZ56D9fr5GA,725
lapochka,46375,JrzumPzajyLWkFjLSTnWaBEh3ik8v6m9R5iRpUcw4r0M1Utl-rzeQ4H_M1FoksZ33xq0gfTYj_fvTQ,41
iPad kid,фрик,BLv0kKtxdhXjYF74c0QbM5WEY0coRGliroqYoXlg4cMjoxOCr3Py3ufsO9hr1KKJ-InPP7Tlt9tNgA,673
xizanax,NoFun,HWQ-_f2bITSSEgAQ7b6nWpnPq5P4J2DJBjYmUe4tCsDM89mjFsO363WhSczpVDaocbfI7R-4G6ehdg,66
Императрица,asda2,7mrMiZ3QVSXr0Af22gohHEkiMonEOlIBU09RpPfZCiYPHEesRQKrZsLTIkeZCy0FDgJ_2K7GoTYKCQ,709
Flice,RU1,wXRwPQ3oEgnJRjhn34FyOhtELu-l5UNBUX9Xwgxh82n0k03kpYnZbpOttcVGrkhvG5YyxwnRICIcnA,415
Soulless Chara,RU1,s4uhZJEJo8wvixmijZDND1M3YsZp__hOUR8lHc4T0UEOPjE-i878a5K-FKFvERCVYuhBETCkIbQWzw,764
Winterblessed,life,RlxmUwBJY4nrzP2RtkL5XPKxaFy6_w6WxsXQbhC2OWG5jVKRXtsW40bakdozjBtBpfGcWdBfFuBxpA,1495
Рудэус Болотный,JgDif,87fZ1AA8M72hcBzvQ4YLtdIU-AAagDqevRhnP8y9fnrm7MmhXEQiVLOmIOEWnWfdqUNlTEuH3ceisA,949
1Burst,112,LBkQMgH_s-HdVuISTgkwXqjdSCpN6GVQTVNqHBLBdaplyMs6LwrCJ_pn6mNLfd3r5u_3YV5LjJS3CA,891
MindControl,ggez,jjnwVvBO4HRrC-KKRlZ13tYph4h2UWT33gl2tFz0V9pOHaMp47fVR5_tPBsE1N3ogYqQB6QqDJRiaw,51
Joе Biden,USA,_j4Q0qJUev0AynFBmVWaIQtThPVlemP9se7EoeqeMie7AlDZ8cU5Pb17WWXI2h1haPgvIaTVCmGlZA,126
Dinni,5057,osj0PGBunDZM5cFEXVtNHieLHeEFaXyKhDyKa3wmnwqDH6gkgcgGkEx9OCXltbHcZyH2yJtwdlar7A,919
Geomond,RU1,CkV7WRCnVYtsv5ddWKYKvh0z4pooZCuRApSDNP7FGYs_V61dELIZvctmggFaTZNDvzCkUgpFA0xX5A,562
я в прайме,WWW,wFXbMEzUS13Wh-Pug8wkL4z5b0d7xvkPx2z8qMyAuZ-cpmOngF7lswv23E6N9xulK--D7rvkuL1_Bw,903
el шмель,meow,xSO5bYFZq1-vXUvLIJUefxlx44qOcTNIqO6j7e_mgeI6li3UdQR8VN_xDfJCXgtFWVJfkwbzy976MA,372
Fisik,Kisik,_lHC17-jeGNKtYCJU544T8uVaj1KMYbgIt2cFrBxXoj2zXZa332KJks-HJ0XzoQ7Pl97dVg1kgBv0w,1041
Gfexs,RU1,N-BLc7PY_sS46JbC6_OEHYf8cnhwuzywtRgQ1QfYsrJP7klIE80PN5PNxmgq95HaXbfhqjxz3kGvLQ,1133
risuyu krovyu,axe,JWkg7N4VKfjznJX0Zg8GT1bMR4KS5ZsONAd1FS5bk0QfF2ODGAZpeLWsaBWJfN24ghrHqVZWw8iXDw,411
ВесЪ,top1,mOXF5ByBJz0Xkvl7GKoL8w6Npi20wuLonXMEf6jf_OFdbkB3T1FYiz6dtDZ5r2Ujcay_Oh5w7bu7rQ,391
СавелийЖарский,GAY,pey4JraXtOL2rlaa2LxLnu8hmctp4bHR7vKhSPWHdGdZi1HT8vtgs2jkQxNB1zszJjdYSUlRScum1A,67
кокаколик,добри,2i5sjcSgjzbCdNDBAAaL7G6g2blaYZhemsSQUbWQdMhSdQ1cn3unkHkmS9Gzd8ixKnRzKj5kLh899w,505
Horny Xãyãh,meow,BqINYC5zKUB9x0TyElaWqJIwz_HPxTEP5MJQvGmk62rC1nmrf8YNfDot4XZUlfRVELYc974yDYVP1Q,803
zatfix,ebka,k2g3Cf7QIhccCQDEm0nEMAw0Hz0ki7H9RTJSLsvvrMzD2707fetMpUPCzAcRe5wyEfw0DrRU6m_3EA,639
Солист,YoMi,SBLBKneNCqyB089A8ttn0678F1rInRDoFvVA0jPlsyuXMQDSWlTwWuBvArLpXtmXrFxw9M9InAyCKg,939
PиккиTиккиТави,24ru,CrwdFCpz3xD9-IkwNllwYP0tgYqoGtnTME5R9FJ0YHFJk64O153odSlqg_mCeIxCViqVBGmxL9kC4w,1395
zxcмухобойка,123,lvts8y-RqSIi_igdNUyQlsM8LTLJDwujONUnvkhRvdZIuMCxHlMxOY-9EdXIK9RTMUHyR07SvIZwOw,621
Грибной Кошмар,shrm,x1LK_abylfGO1ua2eXmEjOxrkUNOmqVtlLZK-gqIlhurAokbO7d_GbecMkkMz2HEYN1J5AJTEYTgFw,797
Тисли,RU1,p4uOtZxUwtTjj57eBlV9IcbgRaZNr9VPorc5l5G5I6bVsAvSZU-tvKWsp1397SBamw6lY1rlF3D5uw,310
ゲイボール,0304,coothqHfwMek4yumM3Q--ReGmfAk3y6-CFmDGVGPU2EXUnE46_GPxGKYf7xT2lWipXrLeVZf2r3wqw,1210
honor my janna,loveU,1HBQX6ubO4GEMTZPWdCbtaojPl_21yJfkoW-i_Bqg2brBW-5sFwbKsb89kelvGRFemjfnPqqNWVtiw,57
Iskatel,gold,XLKT-8FECveLVtfUsBnqCSElkIYuBRRqucRPHozbzeLk1niCCob0LAILqO5h3QpVDdAX-DiDeNT36w,694
Kiris DarHraku,RU1,G4XptuY59nZvmtCEEmnR6bFnNvPRdAw-SGcNFRyMXJcLn0X9-n9JP6GZ-aE_fPV2kUF4nP9ivECJbg,70
Vanspeur8,RU1,cTnQ5rPhay3vwPXJ5V2i0ImOuBceOPJQogyBxSmEJjqZND5CqvCfKaHpexm9XFlTvt7gGUNJo8I-KA,104
Zeppeli,Zzzzz,VJkuas_v4nmFlv23yNXJbTtlO7QSgqDq5s2EHlhoBWvZ6wede9eoxcIYIuwC4A0YOhZFE9lRPcqwvA,98
999Souls,DE1,8E3wjNsjy_xXeC6K5SxhEVIzialeKNZvYHVfcHYdHdSlP1rmsAgbnjDCmo6V2K4c3rJwaT9T8t42hQ,508
ATARAXIA,4767,6eTD17p2Xi1WE-JvoWaxRP-RP-Zo0u0nufFSxIq1lQdXwDte6tjLyXQHilQD8C6u2A741iqT8HSzuQ,302
DNOOOOOOO36,DNOOO,MNBewb49qv-lBu_voEKN531bTedcNkOZPTBp5H_zyX2snKRWJVG8cohvo_SXsIa8PYzKrQ1nXyq5RQ,990
протез жёпы,RU1,WXnxxL2d-weGqTzX5xo1PrOofqliID24F9t-PSKDAKXnLwF2uEsMyQea8BhemiUwl72XjC3bsyA6yg,243
УРА МЯСО,ROT,JuCG85Ka45qkcahHkijtAxmJQB6LlFSlEe7lbIT-5mNgAUMa2x3GSUL7KrGu5mUJn-OWXAjvbSeCLA,182
Dragnil,RU1,a_nfymjsji1ycfEIjrh5ndLt4zlpi2UL30O99b4_rpzJcXJ3DPuL5sUp1xiBNR0JWAA5uJtcrN2u2g,1084
придушу отшлепаю,Москв,6QgzEPZU9VYo9_vqP6mO5La6ltM3T6VODbGdNQn7IAfeCS8Xi9ESVWTXakOeVgSt1anXFtCfnwZ9eA,1293
Come2Pudge,RU1,3GLq_ieski_MZxB0MedRKB4S10u0IlY1n8qkXc3sWKx5Y1fFyqCM7H2TZ0K3T2QZj6YHum_suo2fAA,376
yata,ру1,pDQ1Dl3wfisQhAuBo6bA7WRKmZNanF85QFkojUuUxGuGdYpH-gktXVFohHETCrUwgqBOC7t2q0r09A,348
Gryphon,715,k_BupVKzwzbcLTxwTUm5q08IgKyrUIyL3x7IrHENlHySYfzghzmlSYwrRX6LalSyWGSNwdxsKqSc4w,548
Anaid Moon,RU1,fRbzRNMUaZQfQln8uGjGPlU9kDSrLeqZkPzw8XTOl-U-Bcu2Upc4PxUZn_N5JTBz_EQ_jY2X8u_ECg,874
ya nuliax,null,_rgkfherd3yGskufC_Ygh6ICrelfNP7EOlaH3BPbB92vzuuPjxr7oAQRmDunGOWNGYrylAy_EOzVIA,127
Elkoonn,RU1,oXOHPQBNgcdU2NHa0Y8cVmzh5tsdJEanLM3GYFLpQXR7nMqR8CY4RozF9bOHf8uuZY10mDY64rPnTw,390
nobody,ru2,3QidRtAmPh5ZilnYP0R49EPexFiuxbyBWwsXWQhytDziKkRthYvicZ17P8OhGqk7R1P9mbJkqNpVjg,462
yourtears1889,RU1,MQZ_Hffo_YhZiG2yZ2mU3aWelSQG3t7u2lU5pyFwVYuWRWsLONYvkdv1NKnn6Z8vjJzerucjL3axPA,109
Enоt1k,RU1,q_jAarfkhKSVn6mrKZPny4ktV9cxVKS14s8KBIGpp_o-_rwL9lARtepv55o26TfvwoVKuFY4AJzLmg,680
ぷぷぷ,001,zoBDzeHz_CL7UZ4w-EzV6jvdbRdFIUsGgXGB9wMpYzXZTjk-MjU3WX7icumvrNcaZ7ZBKpTjjqiv5Q,187
Glasies,RU1,QEnPf6HNChibafLo3bd81zpZZ03DEjgZC5D6AA-umvk_6BQpd8uaKUfGCfcaSmnzAMYVcPSnDRm50A,810
LaYz1E,RU1,OEOmTR-0eAg5vffJg2kt1l19-yvD5Eb25xjIl6NcQWy6YoTrS7z2_9MQg-nlI6PkroPgK9f7qCtJLg,948
полумягкий,RU1,qiA4iSVcBkU0_Yxeeo7cWQVnjC1i8EsZubUx4geMawIKYACVwrwFS0v_bLHZ3FvbuMVfgWZuHIduUw,899
Avoid,ghost,u58Uq7lBZOauzswseaQzaUM0rQRVDDgtbk4B8RjRji15f2gcbVIJSQW0su4mwidDEmGpoYOk9gei5g,713
ЗлаяПе4енюшка,RU1,MFzMjLf_mj9Lc6JjUkgl-dQ4sLXZA1vLJVKcu3iU7LFFCSog1ApL3LpSd4NvT8VbyXZ-XrhTsBU2IA,131
Вино,LUX,1LSZkPB1hOVB_UI27iH36dYvNfJSA0vWnzRPxpoV92AbcMJsHt9dsQGCDKjULeoZJMTXFU00eW7Hew,597
Акитсон,RU1,PF3PytOWgH510dKpT0N4WzuELwj4dIIA5FDb8lqBmMInR54FPgigsntgZJr5yTNjd78Guo7YZhNQnw,872
залупу поцарапал,кот,eM7M_D9aM3n5u2h1QddYlfqK72mN_WrceIVVaavyX_Xm1fmEqaSOZSs747kgiIoZZZ9fzNw-8ruf6g,185
Завтра выспимся,RU1,ZAkF37ldBwfhnwD0K6-TilQxthyWY1mb_qo3xhC-kOaD9qV-7zg2uEgDjA9PfC9naMUSZ2ACZ4lEeA,1060
Glоrp,ABOBA,wJATHwhHOpMltYhlYdkgJ7olq4K8FPdZY-nbK4qjbsU83mQ75nOKYYbgpGaWX5x6Ym3LdrPFy0nZkg,52
Синяя черепица,RU1,wB3dFXs_DUtWTQFrAPey8CUA_-iCQON_w2pwcc_0I9AyhdwHtPSdmIGlj8KPntQaSOB5jyf3hiYtiQ,1187
Дикпиковый самец,ням,zqUpxvcISb5oSpHTy4qnWOab_nubSBChad1DvcpFcjeN4s0BK2VOw2NWI__70VS0G9kbD3M4nZzOvw,386
Ertiqop,RU1,Lcr4xYk7aAkieNFVQwsjlydrHMvolDHQ9W80BM_KKOZqW4o1cTSYGP5FqI-NUEgmhR8t8D88HmK5Wg,610
pashameow,p4sh,E_gjT7yB0t9QOe2DzVToo0emauWgcY_ZTPxYWjx9OodJdx18g_dSrxnEZ3CdYu0714wxgm7tmUR-FA,74
대안의 창조자,우주가장,3hmyRFd9wCVtF-40pKNy-VAP_NnR35mu1BBlbRilXIS2Eq36Fl63sZw5r8kkADUFUbXo_nS0fvvFWA,520
Гори ярче звёзд,999,L_qFKE7FGER2F7TB46-_YjyNpS16-Hvi0Ql9bPVDUWxe6eSac25tm2gbZ8e3PiIMoQIVLsBVycNsgg,614
Soüdja,RU1,tQwLeirVkG-q3vRgfRq7NavCdPGqIR8wEtEYOZT23h2NauhKg83jFJB2Rq5-j9WSJf-9o5DEvRyLbQ,689
Argon,solo,woosdfHH4BY372t4oVX8QX5l3gomPMZ1OZ7-FFIPe4AAtJxpDxMp8CArv2l5NS6n6_cLVMOxbp0gbg,295
Glоw,RU1,qxRlMBmclR9zYOwdp6HUqgnryfFxJtr6uNCOhuAAu7v9Pzlq7fRE2QHuMQPMz87ONLgucku6c2H0Mg,233
SeikatsuGeijutsu,1792V,kWDQmqMP-iZSeF1zuzpOcLyXR5t57r3poBWMeIH9L6nuCqPs5J3ifM9eEc9mfpLB0pb7LTkK4tivnA,1065
Свинка Бисмиллях,чурк,f-I0-zofcPlPBr1FWzG0jAImMTLa1MvEGUsckFhJbu5l9MdZhsd3ywQYuLvn6EC_9dQLDX9UT2WntA,50
пoxyи на бабки,какже,jLc7aZ172Br0uI9K06Y6l-jbq5ONpO5efacTwhWCJj9GzD49Qmcn-LzHPkWyugfVgWUZDrm_tOOcXA,145
SSiless,5344,mnyqeQGVzy_fn5NbNfbf75aPItARpp5NYcnVLA6QRECMGUJn5NpSMlaBdb-PtqPWVkMuHHDrTAfwtQ,541
Xayah,2727,A-ad26wtlPlnyPX8aIu2wybstO1XGWamotBCpRffrHD8GIaUkv9hsCs0GgJE9dOiahBYkDLsST_PjQ,672
outroamed,bard,IkV7Qqt1cTEcjvXVglSWn1hrPpo4uEip92b7axRF3Wf5XjrYY9K7B5S2_kN-UldqgHpPBWTwp2mQag,82
Я и моя shiza,RU12,cHIURX423oFsJ0Vwc4Mxwk_kdek97teEEUYdToMvrUWYtpxUUX3BWnPWLdt2xe-XYA4cW9hUd1VnXw,98
ZdarovaRoflan,RU1,WbXB7ukW_KzQFFhWynEH1rLPAhjCcJxdVz8OrW0GJdvV3k1vYwZcJDM0TNWjqaLZ-s3TqP26M80J2A,284
Diglipuf,RU1,HkWVanv3g828SsfGztARQoCAEN5ZkdMt3v6jzJS5L7_noDEYiFdQv1aoS98qBDrduMc2TrQgX6egWA,1470
KALOEDGOVNOJUI,MOCHA,MCtin8ANLqCCIzrzpSpfoQ-vEmQmjkUrIWNZgEku7ZoG2tKuaZ4VASv4WMwN4RormsJw8ZxUEteckg,169
OvitaminO,RU1,tqsRXAE4wpV1pMepbqpteahbZuKzgOjlUOdlmcpH_1sMID5r-EX9tZ5TuuDKliMDnKmnxXqm0CKZsw,685
Skovy,RU1,no5cpn7RFXgSgiNm4cz0BK9eLCd5-f5xwnm9glKcPrIYQz-2oPQI5AwcVf2X_uIjRGhXhfNXbK1t2g,727
Friedrich,ru2,zP20ZY5zep43OJkAT16J5HDkxQZWkNOkcol1uYD861qzFM3vJLyiUijbP0kqQxc6danh6jg-LplLsw,678
Elizaveta Mets,Danya,4cTHKr73M86pryL8dwcs0ikTgk3wjFHIJ6AIUWzsLx3zV6TsJRbf9blDIOiLrlPNXV9PMifZP4pNQA,294
sudzume,chan,NebxSRO41ccwLNveiR3T_dIFOER8XCY1ZVOFZMTvAQJyaEjIbRiACwMbr5kVJ_EVYf5OwkBhj_KwKQ,42
божья кара,сзади,0C8Ee7_YkJ7LPVmOSN-5NLGDq8WmUdP3ZkfnJC1B9dEsWZc5rNIlNYDuApnn6_YV-LYuVkqk3iWWuw,1135
Draconis,RU1,zehoO-awO3ceM9v8NQz6vRDFiD-vbRW_oJfwleWfma-99p9w15II_x4IEc7qsQZ8BVPK89NT88IPlw,786
Fukurou,sun,VGUvdV6hqMqVjUPr9D-1Syw_QtGWgypKmHlmUNX_cCiCtftvxW0w-jgtz0hsiYLmIBKIhrh2xdaNYQ,1569
femboy dominance,kr24,Px0A3b4Hvb_ieV90opY94iYwoyT6hLhDsEf_anr7RUKeWLfA0WZ87S7bDAK3TMc-jFOITNkI39ivcA,707
monyak,bless,KAYmgBIwo3x_E-7EivojFgM48_c-XuVrnzFY8YEpTr7GPkxwalMAch0ZypeG5njzVgSepO3EZpvy6g,1180
HEHEHEHEHEHEHEXD,777,NCHhEJ19nINOZoOTWKQZTd_74oU3VboN0u3Lqcxj8Q3Ff-GeAlLAstxf_ey4YpVZZHBRtTFCQgHuNg,892
Dante,Igor,pzdEa-2zGTVfa5GUQ0yuxLtpog4xHuSNxTe_Xq_7exYFP72TG2WFWNwQJEt4TrVDZtthDsEindjUnw,710
party pooper,spark,Z_WcJIObWt8lEqHVyCePi0e-0DZ5zyBTQSbFpNI-MR-IaOzsK_FjT0iwzbnSJwFwyWGO97AvDXhlxA,485
tangerine lover,rawr,TwPSR2vOKsQUuH6xZ2c7L1H2CghUURBVkjJ2WC-qsNUNK616Bok5G20ecI96BHiFwxtutfyq7Y74Lw,49
Spec123,RU1,nnmLPSnkbcKwayqJq4ppL6CfZ_tD2KGDaamU0K3xNeOvrgybh3BN9UviwQ8Vh40jDESGSMYGOiL0lg,538
UwUkai,228,lwzFZawZp4cC0gnPWxxnHajSlhokFL8s-VlAliVo2joVoAPZ1AX4IxPxJBbBBUMWogUPD61wL0E1Hw,145
FishBLR,MVP,sPMQWeVDxlwmlwp0OIYHE1xIMNgAL5foEupZZ559iBkayscGIuXjBeL2hIpzqIWLzMtsmlLKrynIMg,593
tired of life,1337,jbTftnl5AFXFioBFjnx3xwuknpyGpLvya1O68iWbeuFXUclotCOzLtyLUPv-1UTcGl_Ke3fx4PqVxw,51
Curse of Moon,loveu,l8ORKqqnAUzWgpFuqI2Z5hTnYxPliJDdcPZPiQ1Vy_aurLuRvP2aedzIY3D-gvLkevBf1ONlQ0dO7A,1306
Savage Zaci Chan,JDiff,wTWcrRZGdEdS8528UeOkC8zs1-mHWn_hSGs_CjrvV01HdpApv348zJVgRf738rKTfuU9yQptLfZpsw,593
RoflanGachiBass,RU1,Y1lIkVXBpLAlib4sJAH_ToXGmmdLDZuFOcen7iwzKMm1ITdhUzIn9FCwmMIJ1qnoa347N-HcdkY6ag,267
L8 Ферзь,369,f_undY4NOAz03gIxEYovkWI4UySWaA7QbNaqj19uJs3nk0BYwtXBtGf_xs7gkoyiE39IQ-SFDgvA0Q,776
Lucker in game,Luck,SX-HKgVl9xXSG5cCMM-zAXDTGAT0dkLQWxP6qk2paQqIIlfJh5f6DMzDG-0Easdh2DDec3cXfamEUg,114
X9 Ðêbrøñêê LP,SoloQ,Fr-XZCuelCR3LVNh-0CMTctJuNkI8ALePsnuy6rGh2bTmni7q303feWiv0n2wAIcrpCkrq4TJMUmqA,218
egirl supp uwu,lfboy,x7UWO25hfWhpha0ZVI46_aC73M1joiKSEL4SOTFJKtnXd55A7Y8nPyqg-7uQqeRrGzREg6xBhRjSTg,54
XVIII,CLOWN,UdBBUePa9kA8SZfCqhvMUXG2-L4zH0qlGDX9PeMWjL9krS3A-sC2iJ1Ruw5MKUxo4diiRnyuxjq2-A,668
Toxic,Hоrny,3KlfRwpYyAv9nMYiZQ9oIVsTS0iC21qlHc_rk2UB5GyGO-HtEKKZY0Bk03cndwlQ2hnGJfkwcyfpLQ,634
PONPONPONPON,SOSAL,Hrg48FGBebe0edFbjtLnNDXmls8ylJk05rerc2zt13gw82_wtmBTFgVpvRFtmVGXLaQJ48WUh2TAJA,86
TwiLiteSparkl,RU1,f31bRWUah6zjvfDYCT1EWcNvmNKvSQ-pYq124xvh0cnHfPkvYZY0B-h6dGGrN5BeVbdf5YhjOSPzoA,595
AFINA,SOUL,CTHPlWJZZ7-AuAyEWHdU7lYqU6HxjFlkV0BZelW1jOrs_6p5ETfTFoVpxUxRZb4zcHdNvECLS8cGjg,1264
чуррос83,htrjl,4Yz_J8l5f0RMR-mndAVfwGtVhK2daTq7YFlgIHJvwdFu8iXFK-Rf8iDfLVGxp3LlrwvpnpHMmEtSzA,57
Marikl,SICK,KgwtP5G8oqV5vcWudkNToK1acdLZbVCSAh_9x2DVdahb-y9XWmgUAy_NvoLGwv79dTYA6cA2XlCsXA,406
ЗАГРУЗКА,1356,1C0GBdWM4VtFQwPpv7OVn-DBy-3lcSKB8CCgbZQ0ois03-L0W4FUxQxBEOjURxTJAt0uTjmmfHZKKA,1279
Kreys,RU1,j80ElvURw71QdmDuBgcW13oIKFfi-o1oA1Fna21sz62b-bAfnNcd7PNw_6qUUTedfbnfNXqMZLRCMw,422
bird supremacy,RU1,bA9lT1v_IThtJAil1lMCF60cvfGMU7Z5IjtykQrJTlzioFbj6vK5nCXBbVCxSdpJVNJWAmZqG4XtcA,620
flash parry,RU1,kClSIphk3PvVKQFZ0sUGomEc4hNLh0caU_iGrTQ-DImDjOo2jOKvwXfvkXC3AqvDg_UxkI_UrziM9w,469
Weakside Refugee,EUW69,iswUsFAsz0s9znK7cv34Iv2gBMHf9FnLsgQLbZypMnPSwqfUtacPlAcPKxtyJ3DuiRjN8ISUBSdgyg,45
Bangert,RU2,nGU8RACvP-nfxWabQHg3531oNvQJI0XmtRgK3jHqGiJPbA_bs2ZKLmkOUPdzyjljP9OXC3kvq0Dp7w,85
mondrosé,mur,DbqLmf0Mxz8bzDPgpDhu4M1m0KhQOZtmk8ESrZkbEJn1YsMfSGwU_6mnyLfX7MTqWYIcyB2WHZ1LjA,363
Holy Blade,RU1,PHr-9RUFY0VzU3QtLQOenx9n090UWUc2PH_nLBwYyRe-2UMECdOg4mUrdhnZxPFNMah7Gu0PGR-yFw,569
Фатальная Ошибка,19941,cWy3FkkFNNgwVu65LWYJzw9unaWDrIPdeilvpoxtb__8eVgXoSivuhKl2B4mh47o-vJj9RaDcx2BEw,481
forgetful,RU1,PoJev8RQiIQKZrHowChXwCnHwY0gQQhwbDjnGSrAJWM1n-8RLHcr9oN3scQawBHABKCShG1ZBv8FTQ,359
Warf Divine,RU1,cHsQLtXjT4NT9QJW99EDRbZRb-amtEzekbMpHvCYxZCBlpDAcIv50UvhHsUHUdrPnpfSwB9dHDlmMA,464
