gameName,tagLine,puuid,summonerLevel
permábans egîrl,UwUL,O0pZwTwJdpt1L3qeqPqNyEr1hZJHxXtE-dHAmlCG0aXGc-BdqczJrybxDX-d_izVRdhaa3RdhPfdhg,120
172021287,172,Ecu8buA244febKI1U5Okzy3DTBPRbnWJcD7Q3p-s4O1ynvYqj1nA2-eDuVQ9dwr4NSc7uEEoje4__Q,89
PowerOfNoxus,NOXUS,72oUaQxMUDrLObTsrirzO-wOGF5-xwxLm-GTEP2fNHbSlypuytugF8iNOXWnQI3lMxdMBI8Ttnp1sQ,53
Krager,GEP25,AO7xMLLr53RlaWXrjW1g_95Sts5cxjAE8qsrwLHD89muW4_1CXOUwRejKrNMBdmQ2xW5QYAb_L-fwg,40
henry,52034,UCqkBVW-XZfLW5EputI6SkxgWyheNmUKUsN1Dcf9Cfxk7JHtSoEGrrYWsyXB5DGPd76x2sxGEm1TtA,108
Jolmanayeo,valds,FhtCB2nfRlxUobFxxiG8WgH-kOxCEHZ3gfigGecsF6dbxgkzAHwysyM6XCRDkVmc-rbTCTvY_kTkHw,209
pokazi pisy pls,lmao,kwCybnCipe-j2q3724MYx_6zdHpWZsfg3ChcKxR6kxGDXG09EEViqhdjqslguGg4jn76Z-24jzonLw,43
valducci,LIANA,QC6XAL_24Tj691O3qFCs89jR_a2A74WI1D4QRoEcXJwAplR2byYHlmSISEgKxbcy7-ejhHgj4Xz3yg,92
GERMAN INVADER,000,ah7YYOVgdhavYzy6IH3LTUJvdDgWhCjelQxUnvW-F4PAzpbTkfLUdirtDZShNx7qIuZzk97DsRkYbw,50
Страшно,очень,LVjuabyJj-at2Kgpe_FLMQk454B5pFxWd7maCROKj4CLWSdDRvrpRbi9tUE4_vy4zYCS1WfKqK22fw,80
angel overdоse,slvty,25kD1IIWHp44r8lDWfdAo21Wq1x8zai8u4zd4SqZQXOH7xhT5FXgSCa5PT1voiC9nhtZ-fTIlBhwng,64
NAĆPANY THC,TRIP,ARIypc0HnBY70pVrYiw7n-o1AoP_russROfixuodGDVriOLrEuRZx0qN28LzmB1KvUWYj8O2GfQ-7A,57
Sai,LOT2,nfEgASM_ZX1WoNmTiXh1f0tSQOVLuX-ETfT1488RuwPzee_R1GzABEDI1Bh-GOenUPgL3Z8p8NYIIA,52
NikzviarEuw,Nikzv,hxPT4ZXi38jTLQ4SI3TV6CeqrdT5fu72-76KSx0mi9jYZIaj_VEDrIGvLOiL8KO3OPdCEu0QfEgYUQ,58
alone forever,ily,GtSvmwaK5OsTppf_6fnAT_JaLpQxjx-5YvPyyYCV4sBLq1mmNEGobrqL3iuVL3j6qmRIfqGf5-aqGg,120
Privjet v2,R2R,Uz3SVM9LsQXnQuXG-NIj719wGmWDc6YcoIWkkssSHBKZq40rFNujL5Higi89R3go_jlqMkpM1HA7qQ,44
The Atrocity,666,_fA2eDbmhEM-vtyzBia5w1MSsnI-Tpg5jt8WtFyS_mth8vfy4mhgW3GKoi572gHhi11cVRtUxbDxVw,57
ВЫВСЕЧЕРВИ,WORMS,EkZxW8rEF8L1GhgzBV1TsrZSqX-svX4UI5AEWlG3MkFvEsZwyIqmnonWPpjOpLqGzBy3urkuZRewSw,97
Wèi Wúxiàn,夷陵 老祖,kkiO-Q3infvHIfGSuVxuFbPSSDyNCJzJE3aJMQFq8XVIfAWuWd7DVCiTyGjNNChrOIc_9BHH_jRCFw,340
Кристина,00000,OrYN-ciaG-gPOIdLfs75fkF6I1frx93Lf8N_SIgMihYl4c-w9eSHwb-XytCpznuq-Sm7qmjnj_NWOw,50
de4dk1ss,bl33d,1C_AnaMsGmZKxGgisO315AKU2JDhNiIBOsDbjeHnuf3JVE6orl3b6S2LQaR4AMRzsTOSYylS4pIp_Q,91
килингсспри,RU1,KIoNFftS5Df5cldJ5r2Y0lKRh6eAyQ-xMaEvmHGCQH7L8w0a-7EMjdQr-f0wxQ7Q1OUoqERRKbf0Pg,50
Храм Раскумара,Рusу,1Bi0jycvQBj5uSX3U3Okfb9a_zoJ3nqhai4HaN7kT2z2EeKmO4xQ6weEubIjo076Wnv4YwKFaeQQ7Q,241
Behind Vels Eyes,EYE,ieA9uZTUZ2EzabKdmWO_mvTH4jxm1hXs5Ydd0UbXmUka30-AW3zftUJvcdgGdeqK54FqKWDIweAnHw,152
Duh WOOF Maker,RSO,Rnv6xJur74UAF57Oyzup4L69Ylpz8tNYxDRErbkqZiC5PnR9VgvcgRsJMZSAV0Ec4ndxOPOulpr2AQ,47
我喜欢做梦ーSweden,UwU,hlc-lcUqOA95ZQsaIYaEguUcU7mNRKHIFTMyNIUxqdr5GIK6m_7T1vkjucb8fHwgCR1z4m7D-8e5XQ,41
611473,TRASH,swZ87fP5LlLACteRWWV8JeFg2qhu9hDSR0Q6D4jGU_b_ZPrE85rZREG80ppG_qMKprp3h5Lj2kY5yg,45
Playboi Carti,ADC,0UwftD7WbLAzeJvpM3MeBoObFniuHzpKZEiPqSgkLN8K9Vhj44_0tlO-tdMbEE_6E9wrcM2KJIU1BA,59
депрессия,Jesus,JkcwXeB1GXcIM4SjPw9ZcS4GnH9uXGs2YOaLbMbrfRDa8ILBznt5OWZotwZHYbLrbZQy9CJ5P_FPqA,272
74 Nicki,00740,1i2clxaNIfKJZKp_o-QbIHsOpoAj9ln_XywEJPHHUkftCjsjbC4yd4b13wMIDgJYiyb6ghHwIcV5dA,243
Dowahkiin,RU1,ZccAm29P-T2dk6c8kOIXNRPld0FRx9bWyJvRa2zywzdDIIcw08DgQ4ZixFwNghKeDAtPTMcM4uOyow,143
she says im sexy,хант,0V6chGJrVXKbBIdpEZp-fowKoN3y9taO1JWOh7pQnKS3pwf3nvw36VFSOVf_8qB8spfzuSnIte3f6g,100
S W A G A,PIS,kFyCff3JI3QtpaKJN1t__KB6PUpdRQWMLMTfXGLG4uo_GOJijeoleQIbqFqQxahpmNWVzg2jzkWrAA,438
TraumatiZed,GGWP,A21XO69zx8n7CLB5ADdAef7RtDT_Bhtm25DS-XKUJpDZl6McCLVpaQnXKaCVe2CQiMVE0riZJIhgMw,225
ФибиЧупи,727,63Z5Hb7oBV6Q5YJ0JRhMVcgBMv0PG0hgKCAue9dZfinxYX8GvhIbiVF5rqqO_m_HQSHOhmVJw1tIbw,273
kussakabe,666,NTh6XAdZrJRjQ_t90Y-J_yCBvwaHrbOc6j5bmB0pLRaU1cfWxaB_02B7uKLiLyO2vr-v9Xdknf3RCA,168
ivy,eto,7M0VmdTU2u2m8qtK6KUGDSqVoMyDvmNmmvESKkfEiBVri4BgEkOAx6AtRdO_zXFHpw6gnD54RqBCbQ,48
Magomeri,RU1,gICl7MoVzHjQADBygOyv-wJx6x15TnhjOluHZgBM5F58nSGKoBytF_X_exm6wBsdArUwCyoWTTEOXw,91
хранитель зелени,333,_sW44y9lxWrUioboLy17htbOLrpFxJj-LHyZQRkPxzZ2Ja9y3zxERGMEi_cdqFa1Gqr4pXn6yIUtZw,930
Sword Dance,heh,ljbmNfiPrbgggOf7USDHzUH2V3HPBY-0CczNkMvzUCymigt9RhveuUvcvzG7wRF4iZWxuP4YK7eSIQ,343
NOT RED HUMAN,NPC,KXh-qz_ETa-JxoZ70DYQHLIGAlJnAfuLCGCYVnoMwn5RyaKHc_h_FDc8f_8BRScVyjGtrOxckLKcWA,542
Loklestern,812,bO5E_gyA_m3r3o0F5iR_cUQzaD2-kii-IY3lOTfbr6gFzvEIpQ8vI_TSe5T4t4Qfx_B_mPcljVQu8A,294
TryToCatchMeNow,Kata,frh8GaKAGdl8Uvev43-E0iWPRc0_yb45YNXDXNS6zULzI5r0JglxxB2Uq-YQSdCK4MTZUvAMUwlAMA,87
ОБОССУ ТВОЮ МАТЬ,RU1,hJX5mLy74NNj9g8lR7sQ-bkz4qi5bw-OABsf9AtpIKgR6CZUv8-LBOvLk4qwG-G4lkhHO3fligWJTg,86
XLAMREVENGE,RU1,VfwaTr4O9FyqaSDFvrvL0u6A5Ia20o5qIMCy95xnFaavyffwGwdSspGG6gUzGIPC1NC8JY-nllA17Q,73
xK1ng,RU1,rormUlPwELa91owt17oYC74qORwCMViTS13V-VBENignF1Wmd-7HKJEVSvMnC5dUDT2CFxIjFbaZmg,599
RAFfff13072,RU1,Rhql6wUTfFv9BGME5LmFUhOqf-aApN0xnKGRa-AA9njYKXIWKZv-73_22pEgYDI7cV8vkykQIOvRJA,60
rank1,space,bHSfUzxQvfZ0YJZc4nkYHnBv0LyAwUwS4jOdY86zpA8N7vmEystOs_msap44JFyp9eBJk8r5e3fexQ,66
Chеshir,RU1,BDJJJHGnopxAnbpf3ta-_tLAq4KVi3lkbDeKibFajXCKc16CxbtlanvSudEywS9JXLGEMMLfxkgyvQ,136
Koii,1118,TuQI9c7IM6Duo03TS4iaevjGfdGi_-7hKFrNueFvbip-GQNfc2HfE1vFIPFuZ1FxhuSar_flpuR_xw,187
GLEKSUS,5219,UIZo4T5_X4tRSerMZgI--uUl1ogh0LoAX8V_oj9lICiP66UeWrRhdUrPtPa3vdq5BJMAMxQXndZdAQ,570
lqkpma,RU1,QXUZu_RMQyvyowCRGw9MWgrGIFVqpBKsRJg_58ZQWE2_OJPuBaQDVYCjdr_vg4qy2405aJeQV59FRw,132
Нагиса Фурукава,Данго,N7MB5vTNBRBLEqZE2yZFLqEXrZAGA2TzcKgpwanXBARzjxq9kG78ANncJ9kOYq3ghRyiSpV3dG0vkw,145
Ровный бег,RU1,eG2OgVi7PtoYDpEt45eVjwFgVSEy_wVgRiEBduPZtfJ6RgsSgNUPEuQVr7888goB5uPSBqvPmZEOgA,170
DarkNightCasper,RU1,pJfNgq7_0ALwEtd_LEn-4zdv9MmdWaclRjTmzTNnVHp9kqo0gcUzIakccUEnbCJT1UbwWhHIVmKeAg,294
Soyesusi,sunny,OMzK9_y4hsG7j5-7ECDw4c2B07ZYHWeVXNcE86LbCoxibnPiBa0drStH21uyYoZ7gempMQ-Somxn7w,124
月下金鹰,斩天帝,Fh70SBV4FiZmYXBTj3gojM9QnWCySHWEFZlrwMIiSBt8ad75_x2kv7q6e55haevdKiC0xF3YHGx8WA,107
NIK2288,RU1,gsaPOyq_YKECOBuEz-XDsxEqQu94wO1LqKb_VQInhTYun-UsqIKL8fCIe6EY2WTWvSUdCd1hmJDZPg,771
KogFirstLove,RU1,rmEBHmJfJFJcTStFtcdZoft6zrYEG6GXZs_b_hcgRDyoXWlvgoBYD9R6zZ9z1XuY-pm0c0HoZHg3cQ,59
Kitty v ayte,lux,6kWX2CqCYgI07vXsWKWsa1ZTrzixKBmIFTOIW2i4byqrL35zYSCYS6oMRqMZ-vl25uD6NZauP5SkVA,819
LexersZ,RU1,_pq9tpre2FJXT9wUA-zaoJ6KOg2H9sKEU73cKGoeDcByHCCiqdGsI_Y4gELQU-qj3RCZuZp0WupjRg,498
Не обзывайтесь,пжшка,TVavNMtX82pA8JJ1MF1ichSZm8qY4BrClnnWM4v_0o-7lrVToLs8symQJPb00QAv1qbnIZfy11spzA,122
КИБЕРСЛАВ,РУСЬ1,S7Rvqz2OGyPosLX19gpbEXX5RXcfePULj205s_QcjmZj6RE_VTO_yaArFanADCfLys9UghTQy7j9bQ,164
кошко жена,nyam,wlrLhv_W3-EPHv2Lgt9hSlMU5MmGJHaTTs7QIjLi-xf362ccC7immqTbjYvpTMDTC1k93on1NohU1A,70
KPOMCATEJIb,leniv,IJuuXCN6RrEyilA1I-RYvFFj3gDe_QeluqIIPlomdYqDWUz1m8bk2k4cT73uSrjW_LVzGRO57luGYQ,461
lВолчицаl,Wolf,sUWumD2E7K0-ElLkrbFo0CGQnmtFVqGKpmmp9A4-sYEhdacMPgxJdziz-DBwc8chJHsNvY7dJZnChA,942
Geronimо,Meile,BpUM838SMr0_zYyNusnCGgmhwUwtQ3bySWaYU3Fbvk342VooL5kgO9OlJb9QBtxvyY-rd867D56vDQ,526
一二三,111,eJbeTHzacmBSt7n-4SP3fOMP-b-XHsZrTdRdth1ZvCyl8Z6PME-hi71Qt_wZsWmyl3psB8sIUk2NjA,92
TTV SoEasyMid,rus,FjH3-C5Uwj765C_Tmb15YGjvGT4m3DsvMw7jk5Of8ldUhVLZS81ijlN0u52FhSN6DcXGBCAH0Of4JQ,415
S4CR1F1C3MYSLF4U,4144,qIkdek7RkiNozlR_4kViGrefDzOL-azXZSnB9TMajkYduE4ntYOEkJaqevHjKJqvIxbBWcxAceJL4g,265
ÐẽstrØy DĩsGusti,demon,U4VoOpqHVIsyfdZs0EdvVN-Tiumo0FSQqhohIj9SSQv-DSX5551fGJ8781c_OSi509ZPEtVBXCmeRg,785
Diable,KOREA,J77qlpoJxXFfREox7aU6kSa2w4lrwoHKch6ZvkIJYusPPSPIA3seSY9fq2k_vNHTsSu6nRq4OrWFYQ,67
Yapp1i,2626,JEMKvZkjJtuMgdvs0OZv_440s9t9rxrC_H7_6EFDN9M8sR8BSr2z-bbKIwmkkxuaFuLO3SQm_2juiQ,662
lose is win,RU1,8zIil_4V3wYHT_7XTyeoN3sqSKT2avUu8pLlXiqAl5uv1d2FKdinrDgpt5sqrMR7dYr7c_Wzs-tLzg,49
Миша вентилятор,вивив,X7QvQaTYpWrvonjZ5vEIhS3h-aY9ZKfMWjQo4rUSFAm5johWGsByiAyzWQB5dt8kylO_ia_Jl2U2tg,97
LastStylebender,easy,RIU0hwm9lDHMMhCVqlyxpYeDTTUs2KZn9BqglKQCCbSmZs5KlBGPP9IPR9WFW-0kJo-SxUx4umlIIQ,453
мяу мяу мур,RU1,1hONL-kHpwE3Q8g9b4oPTaMQVT6nT8WEHrps63UVtGh_FlZA6D7sIL5-uQ9jEdnLTh8sXBMKffUSGA,174
Linra,RU1,LjNWMN_KMcsTh0qydM1GPjjTMuRs-Cq_ArCAHyrzFvuIIA-YX43YGJaKT3Hnh4VkTRPdzn44erCuZQ,92
Dake,VIPKZ,Q-SRMaKAuzHHNdV4v0Ikz6LBKxWrYeYMsdTmKnVFPBnsOVV84dAyNPi8oorCZ21W3pIJyxdmvynsRQ,476
Cheshiros,keku,uPV05Q4OzoT82zBwPaMZiylYMWILBnxGb3OnhsPl30XRmK_4aVwJekIYyIxo3OVLaA1p-BLqocffjg,140
Chudomonach,1985,uPMkggyew-PSBPxrqCIjq1cJxsuQo1_xU5VX9h7ZCdq-dO2q8jquN4r2PdUXDAfZ0akRNAV9tDC1NQ,447
ILUSHKA,CDD,QB05m5fBdo06LDz_AI3yr9XaZqRUIVtpDGwWiipaUy95WlHNStIYyqSkPsbDIuf8eJBviCF_ad5mTA,68
awkward silence,SPLIT,QasFy2tbjYVisyBprKKDsQVUamTrZY04r-VeI_vuhrr92ZgGivzqk5JdjNN4eaUTkTWj7CBrMXq21Q,139
Продам адк,бесит,iyVIvKnbbRJ1yAUGJK0nyMUh4uasGmJOOzjbByPBu9XTTlObVioKEsN0SfOL7KbQ0pxNL8Ook8GvCg,499
puska pomenshe,mwah,Vy-qMb3UTmzlnD8vpUOHXXkkJj2KxtuNqD4jmfoohaxPY9UcGZukA86p6eV6thKcbO2xZGgNA5fPKA,441
xaio lai ban,EKKO,f5mUF4XzAOXJzDambM0B4pUxqqiENeNhI4hQoby7kBeg-FHa5fr_Lp04PMe7pxmPGLpXXy3FCIKxjg,62
Astrom,アザミ,vKJdl64IQ8XsSx3XPk3Dac_A53jrpRbELKFZqejfVPG44nDj2RwcCuHvcfpu8ebdAVjJBO1V57JkdA,362
Meow4You,nya,EMR77CdIQN5E8TubNu0rxoMJ05vjp8BTnUbzTmkuhxNLUomEp5ETi2gDGaiBG2RmuJvT-UUzFSVI_A,414
eternality,zed,V_acby6bEx7zoXs--rrwIOazj6Fic7FRMXPbnjEtC8blAlvrq2HJhoyENE0N6DhE9xNeWXvmEyor8A,799
SweetyHake,Bread,GqRk0x4PeI6MF1_i_8EoYVw-cq3_7MFHTeotRqz_gKRlPlqci8qQvN2cWuO5Hok2Bbu9l7fGsBRg1g,538
sapph1re,1437,87hgrwJbdFKgntRVx_ACX9Qy9e8t-czPaVM0mJ4L_zDFoyP898OIMwEPof4Rdv9XjdSk_NGvxfwogg,305
kürwą bóbr,lupa,6iG9beBdJLjiPrK4iYPuFcgN1sDbflZaCghhAY9ysfCMyWrTvydEOFOF2M_5BQ6m7Yh7lE2qrjh9_Q,528
rxacsa,RU1,OYTIBMEYtTgskDnVqGnldMBkuqrgYlkuXHuLgkUFjXm0zSzIHofVIF8yFl37JgxdiGAv20B75zpxLw,66
LinaStar,GG1,9S0mNyCG8da5XFzJeuemgLYRcGnQ0dAGEBTKJdYM1KTQHdrkofhB4z6TonEckCWZpXp5A8YAAGZqOw,1093
Вы6лядище,Menta,fKp7jNonExH6CTN9gqPMn2jpS7goBJrgeS7yaFgIh5gu6FI7zeqWPj0jZdXMo2tSUojjtNaAjJyjRg,71
AlinaБычийЦепень,RU1,7safqqZmt1ucECk9-AsfNb53nbTU0GZYAZnfCphbCraPRekt5hNf3TmeVe_68d5X-J65iIQBJPzJsw,367
Я лолька,cutie,xJVYNn5UVAFOPKKGl1lt_QGRvE6e0wSgw0-b4NhzQjDPQB4JZi9R_gJLzK8hVt-i4IzOSbm65BuV1A,526
МальчикКотик,19147,gaTWsB_108IksAfrQ9UNfjS3dBUdN0JAvJwo97Za7pi8jLGsXazEztZsUPniTdlEmz2dkK4gzNGidw,298
nefewe,RU1,zGrTdmiylT8WEvOgFpz9dYCgnAA1LSiRQ5aJc3MEcdSStDp-pgLWeJ_Xqn_bptHserFRlBEOzPXaHQ,267
Blessed Katarina,Elite,KPfemAkyJCXlxqTmNNbNkeRUHIMeLGd6QgQGHXurKMKYVeXQDDk-06gfsw2Nzp4-YT-eTVxFDsJqaQ,60
влад лига легенд,гений,k-zC1aqWXqjJD0-qp1N3wJrBdUbs7ab-_EI63qQuhpfVtBu1AEESuwBaDs3A749RuUl_fy9yy672qA,54
Michael Kaiser,NNSWG,KdVfAl4SDYgQOdxNhWaCAuNg1dKiXPMsN7VX0MO5b6kagTcaRaPSzeQv-pMXkW2faSt_2IAG_1OD4Q,93
Patronus1,RU1,QT1G04VZMlnK3vQuSzv6frYw140JEfXNxjkt_uKyE9qH4oehoKWSz-CrAuSe8SI7VCMfbJg04ud4aQ,478
Levacus,RU1,eQu-wwwiSbjK5QbX8BnpHk5SHoFT09-NDbYc-fmdS6foA7c19hvjUtahBDz0QCVEwKTd2DgqQyR_RA,388
Ломка психики,4747,wVg6GcVKyoBUDW4j-zr-STlJLFFsr_FS7RRXbbMhmD18vLKwzm7Y36TGgUV5rUfaaJ_O15I2THl3Xw,715
3xy12,RU1,coJWNkyGTID7upniUErpkyVheaqYAPAgCcXAXsvllYEZeTW5oUu-6eacPI_lieAZ9KQKLj_oZQfFMQ,255
FatLine,RU1,JyEAzeWHIJmzr4AgMf9gz5hRy7uuN_EuHx5baPfCtaZ8CCjLDR6GuKbivSIjTvtCSeKUgcHs4J98uw,320
хочу сдохнуть,RU1,DqOo8eSSlj5Ef6GhuMGiBMz_mvCJHC73gZPLKh8_rfSSDbTF92U0FfzDDgBlMc2lBnS5xQq8kHTRVw,578
ReduMMouse,GOIDA,k0Kq45nNBW9ajr1fyYBYO8pI_H1W7obWxnvLHfS_OgqpK9byChQ5oy6_OeDAvfLaYiSKWCONU20y1w,451
Ножки Гвен,Feet,upVLMRJi0AkXfZR_HlCQd2ZYDeyjUbN_O_IaXhhVTrZ5tEY6r2Y1MNVcOm0HoUAcwHq_mIJfpoqtog,1318
будь смелее,прошу,JORjMjyP1gOLo3rIRMW1QPsC7Jhm4svG_e-8fVxpYqhgt-2g3jUCvZxaaqqXJu4YERnpECkC3pTxZw,1022
Hekapu,RU1,_mr8Q2gBrcAS3Nwvr58wy7dVoS635IFRBNRmYdnIN9oUF_Qe8LO2_TynKwg2zVSYIJG2cum7LMGTnA,933
Taxei o Bayuo,RU1,wVqPWGXkDTXw2UyqICT3gV_kIOPjJT8Au6OGHbS__5x_-tDJv07MKeNrpgTP40G2XIJFdfd2LIwSJw,268
Svinsip,HRU,T2SYLhaandiLzMUg8HMi-deL-O6Ry4XzAVWhSjlxctk_heTCv6O4YFM9ui8plZOeXbqErdz0o3lwRQ,1624
Razmaznya,HNO3,RDQaavxSdkCq3_MuEo7ejwp4-9z7rMK_xoKnWV5Rbcf7Yi-W23A7i0bHNKcBDffdweKVPf9NFS9P3Q,624
terrorblade,crsd,_1s9iNHF3md882ghXjWcKv9hDwECnXubKVXksza_IEYY_6dJi5FYi7n7R8fV1YuY-K-aRQXr75hS9g,95
You are pathetic,VRK,H-B1cR-MD9KfLslOwozKj-PVGtHabdhieq0yCNzXZMBb1yuMjZmzjL62sJxDcDaXWCSqV8SYT2hbWg,758
eritta,RU1,9o-poh2EzapY2vwymJwMHMWiLcA5kHkxw-aQhB-C08JbzAWg-FQ7I9VQIs8-o075ROPdD0WXNFgn9Q,132
pawjob,rawrr,4yGSRSij345CNRCJw7eOgHXC6sGZMZSYLzIYN1cKfKDWWNrrNNf0Eo9-ZkRqWVdmDtxSHJfPACPZwQ,704
виконт тирамису,RU1,sPU9m5mm_4t-vrHn4HAyeo1wNXE4gBJPK5DNrVaipEm9wXYfVeQrA16lCY1OvDI4PK7e7iqOdVRtTw,139
213213,RU1,1OIeCYTF7nVkHnPiqN_8gl5L6F-S7yCmnyGSfGuYDoYuNAl7QgBrprnjGVXRu8FfKadx5il2pDBBFA,241
PlayerLev444,RU1,5eB6-PgVyzkBc8PxH0WjDga4jcIqwarj6ji_uwSBTrPgkK2IiOwUdJA6hW--IL5em3O41UHkoXHJKw,469
ZooMKo,666,wbCrLy6wLx21r-p3BtBtLaCHdDJ-vlLVqUwTAcMCjF7SGH3bFMM6JH8t-2K21H44QxxkyboZD7X37g,135
Papadox,stdr,X2kF9VyFJ53Y32sXCrG6Pc0j8kaAfJy08W9hy1hpe5DkqaNmoLabBRdwK-kwJzzg-iVo7bI87H19Sg,415
Teratoma,1470,wAiDI_5JALhleB8I4Cf49-kzs4v8yR-V3_E-cOTkUfCTeu29qn264_KYo4P560wuHdcW6uGvNF2aZQ,834
BOMBOCLAAAAAAAT,BOMBA,jWRKOxyRvs9rMAt65IjDMaKzBRcT9TOD24YnSQuXyX12bw_-7dbbuT1zpoREncU6prBZcp82buPbfQ,663
Nyshotytskazat,228,W1GiTWKUCbPdBwoxDaayFCTltqm48-M1QoBdtJO1S_Hd59rELpyoTsfXGkPXe7-imHJWDVwQivrzkA,512
JolGreengor,RU1,-KasDK2ZxHaSUso8axae6F3xhoXBDei6k_tcB2aSyrrHtP12DhU6tVkBaq8B3FRGKJLUlP9ZXx8xwA,484
Akrasia,403,CVQL34mNDWSA974Ps8EinztCUG9FwM50B91tOv28XgGwnBWcjc8wAhCH4EP5ZJIKtTTK93W7-pB8GQ,208
SОSU,SOSU,EJJw2k2pne8gktDPRqw38QrVSVMJqYh2nDrecTM84h8rcsQPkwjIQl8qy4nWZZXUztjshEhEyXSgjw,583
Wicked Game서예지,박신혜,soP4j-o5hLHDfmNxcF11BZKDZowStpeU3X3VMjoh85QLNtTXMY2OraXMvazVyhMZaPVTlvEnkSjK6Q,294
ss7venqzz,6699,LBt0FXy6XUlRi4vtnFctIq0oQYD-M8b9kVKDiWvQEfsys_W6UvjSgihkEALnw62Lz1CcopSLosF0yQ,379
Arise,iweia,RkTWGYQuK5X6ua5p0mGgwJUn-We8hmzMeOr_miey5--G2uoqlbZemAzU-c4MY9DHWpINgE_X1dvYcg,334
LMAO Цзэдун,China,5DrYNvXqkUTDpq-NaGM88u9Eg49A1h15MCD2awe0KiPebZgbDwUgzjb2zFGDA92E0tjaiiUcg11o-Q,550
LisaKee,RU1,aK1GNSo8wiIJbo0FRpBuWmd5dASheSDIvYtEEZ4so1EoWiHfKTLJX-C9Aa8hzlHuT8CUG-u4uP7lTg,662
romanticism,333,9xI46wI81hszdlD-cULahteM_WgfUJ5jMHcIfPXkvhhra79debGDWWQYt0jJ56AseNyJEILIug-x7g,765
Lex1L,RU1,QQvl8s4nkeSeiKH5_JPU7tCHPyKOMh5_5de8n6A4CC5nV7jgD9O1RrT1aIBbfPqSY16a1VFG2XCZow,185
Powerkumys,21KZ,FUOIdurgkYDUeZi0jX6Al_2a6u6e2s1a9g1Pf5f5HR2HdThK5oy64Flj0PCa1eJvUOXvJ0RC9bb63g,486
Dying Wish,666,0Ht5LTu3V63H6AkFq_GntjlUyEuhMyKb9-wPWyWgRZwzxKYwPxhEPP4Wb1t9MVSINXT8_TMcZBYZJw,635
야마다,0303,wyjBAKiHVwtm1FAfe4T7sCM753hoXPJAFYmAAeK4PwPx5W_UIMa9XdGuLswAOgq92TVH1CVTWxlVDA,127
satti,KZ1,OVIbg5goQ3FTg2y1xdP_p9fvyMl69OhwUJyPFRaAPm_x1vkT675P8v9opRwhmLDdhM5s3hlUarFFiQ,395
Yotuk,5662,oKXohfcvcEqZcZH3deBexCish1W-Gdu34Cqynth778nFL4M8RNXuGkAprro9EkCXKYWz-yUgJP7Z7w,535
Strikman7788,RU1,Di_Ba6USkhoATOohA0vml4lJr_h_urKtXmZsU4mUuNeEGvblc7UKNo_n89nXRE-zoib_KBvaWktKJg,507
Kviksteron,111,kavw9pdLOlmgnGsD6DKTJmKlDzJhlDazrrl_Dlyh9VJetq4tSi7KsOU4MJQM9mUOlLsHKYSBZ2xUWw,503
TaPoK555,RU1,h4zrBhc5OtlQ31P6O0Di7J72BjkfHzyewTBaPeKwx-4xYsrIdA8i6LaRliDaBeQ4_vdOotqp0x-L8Q,168
Mr Krolik,YANG,EHYdhEUAsusq6n_X8Kn1pzXF7ZGHFYaAUko80okb6B6hvYvDZhc5CSFqTjJtbGdIBSg3Ji72MU4w9g,452
BęłîålŘøśê,BLØSS,aaN21o5NOjmk6ejyBY58QME2ixop2kicnBVeoy5b5eM5pWRZ4_MhII3AjmkBd_F87v_g1Md7SwXjaQ,771
давампиздaMonkaS,RU1,hLjNJ3kUFnpofCCY8L651-bUDTUC-P_DP6VaQ5_RBrOqEdqW-Ulnqt0XPqenvqJfzBD3WWqYMZ8uZA,212
Я Лиза Ланус,2015,VDvO3yxOyfz2vxbbNS_0Bzq8egzwPdHQzN2meeaFJCkO_Zk6MOgtBWAgUUM8-jyRL3Z0M5ZSN3RMGQ,411
Natasha,RU1,NHtFi2TXEpYyXevh1ucvpcbQW3XEvCgN6lnhzNQ5lerbfmh3Z4UAMOyEH8tHMlv4sgk2RpSeDjktPA,210
escolaite,RU1,LHXabzDLgv9Fg1BPdd4l-s4a8_63u6Hrlb6tL8Wlb6d2CosTEFZrIqA3WfBJmbKVmRRXBHqYNA-7Vw,400
pеt,RU1,CVZ27Q5C0yD7RxqTkT4hUzhfNASWhQX2_xIbxAMZWgDfbhXiMjAOClKEwUI5M0MvMbgFcMspg3LwBA,187
Cold ªPáÆ Steel,RU1,E-nOx-X0cu8uP-bSRDswcf8OVH-QTkIpFxuy6HsqIj_cADHxhf9MPlZFPk1oSNmpA46EqYqeg9xuSg,344
The Unforgiven,1984,Swl1Xq43lzjpGGH0c1CMrwm3l0TNXSYw3P_QaWazLNvjBuATPvEvlOGR_XXGfckFPFmMuR6306VyfA,407
Ушки Тристаны,ГСФЮ,vn5QXkZbCAmIQFb_--tWvV9NNqZgpRsNuVMpzHeNPIUyY1B62NCPjCnq-hw0E6ZN5xT9NMh5ltBGAg,492
Никто,FDLF,XelKubS7k1wRSaYlPb-pDWuNHHivc_H7GfjN0Ynu4dHp-Pn14F_9pA4hElSEaDz4J9KeZyl5fuLHLQ,696
ßån,322,Fj10Tz08yDTyZO9_toH7e_pS1mJYx-W6BQYkEgLNwWy1RjNFbyDC8c4F4sG8L3fwNQDGD22VUsLfFw,719
